time           Mn         Mw         D
2057.16        2.13343     2.1984     1.03045
2058.01        2.13335     2.19829     1.03044
2059.65        2.13327     2.19818     1.03043
2060.52        2.1332     2.19807     1.03041
2061.6         2.13312     2.19796     1.0304
2063.49        2.13304     2.19785     1.03039
2064.58        2.13296     2.19774     1.03037
2064.61        2.1338     2.19884     1.03048
2067.36        2.13372     2.19874     1.03047
2067.51        2.13365     2.19863     1.03046
2067.7         2.13357     2.19852     1.03044
2068.37        2.13349     2.19841     1.03043
2070.51        2.13341     2.1983     1.03042
2070.7         2.13333     2.19819     1.0304
2071.58        2.13326     2.19808     1.03039
2074.96        2.13526     2.20372     1.03206
2075.06        2.13518     2.20361     1.03205
2078.93        2.13602     2.2047     1.03215
2079.48        2.13594     2.20459     1.03214
2080.01        2.13586     2.20448     1.03213
2084.26        2.13669     2.20557     1.03223
2084.45        2.13662     2.20545     1.03222
2087.3         2.13654     2.20534     1.0322
2088.61        2.13646     2.20523     1.03219
2090.19        2.13638     2.20512     1.03218
2090.21        2.1363     2.20501     1.03216
2092.24        2.13622     2.20489     1.03215
2092.59        2.13614     2.20478     1.03213
2092.87        2.13606     2.20467     1.03212
2093.23        2.13598     2.20456     1.03211
2094.02        2.1359     2.20445     1.03209
2094.33        2.13673     2.20553     1.0322
2095.24        2.13665     2.20542     1.03218
2095.33        2.13657     2.20531     1.03217
2096.97        2.1365     2.2052     1.03216
2097.12        2.13642     2.20509     1.03214
2098.5         2.13634     2.20498     1.03213
2102.76        2.13626     2.20486     1.03212
2104.48        2.13618     2.20475     1.0321
2105.25        2.1361     2.20464     1.03209
2105.88        2.13693     2.20572     1.03219
2105.98        2.13775     2.20679     1.0323
2106.03        2.13767     2.20668     1.03228
2109.46        2.13759     2.20657     1.03227
2112.24        2.13842     2.20764     1.03237
2113.7         2.13834     2.20753     1.03236
2114.47        2.13826     2.20742     1.03235
2115.3         2.13818     2.20731     1.03233
2117.89        2.1381     2.2072     1.03232
2120.47        2.13802     2.20709     1.0323
2121.96        2.13794     2.20698     1.03229
2122.6         2.13786     2.20686     1.03228
2123.59        2.13778     2.20675     1.03226
2125.81        2.1377     2.20664     1.03225
2126.77        2.13763     2.20653     1.03224
2131.06        2.13755     2.20642     1.03222
2131.62        2.13836     2.20749     1.03232
2136.67        2.13829     2.20738     1.03231
2137.53        2.13821     2.20726     1.0323
2138.08        2.13813     2.20715     1.03228
2138.6         2.13805     2.20704     1.03227
2138.63        2.13797     2.20693     1.03226
2140.91        2.13789     2.20682     1.03224
2142.82        2.13781     2.20671     1.03223
2142.89        2.13773     2.2066     1.03222
2143.47        2.13766     2.20649     1.0322
2143.68        2.13758     2.20638     1.03219
2144.68        2.1375     2.20627     1.03217
2146.74        2.13742     2.20616     1.03216
2147.88        2.13734     2.20605     1.03215
2149.89        2.13727     2.20594     1.03213
2150.2         2.13719     2.20584     1.03212
2152.74        2.13711     2.20573     1.03211
2155.8         2.13703     2.20562     1.03209
2157.77        2.13696     2.20551     1.03208
2158.72        2.13777     2.20656     1.03218
2160.05        2.13769     2.20645     1.03217
2160.36        2.13761     2.20635     1.03216
2161.48        2.13753     2.20624     1.03214
2164.61        2.13745     2.20613     1.03213
2164.71        2.13738     2.20602     1.03211
2167.27        2.1373     2.20591     1.0321
2167.4         2.13722     2.2058     1.03209
2168.02        2.13714     2.20569     1.03207
2170.02        2.13707     2.20558     1.03206
2170.58        2.13699     2.20548     1.03205
2174.18        2.13691     2.20537     1.03203
2174.71        2.13684     2.20526     1.03202
2175.27        2.13764     2.20631     1.03212
2176.27        2.13756     2.2062     1.03211
2178.67        2.13749     2.20609     1.0321
2179.27        2.13829     2.20714     1.0322
2179.81        2.13909     2.20818     1.0323
2183.64        2.13901     2.20807     1.03228
2186.64        2.13894     2.20796     1.03227
2186.71        2.13974     2.209      1.03237
2191.43        2.13966     2.20889     1.03236
2191.89        2.13958     2.20879     1.03235
2194.12        2.1395     2.20868     1.03233
2194.67        2.13942     2.20857     1.03232
2194.91        2.14166     2.21252     1.03309
2196.18        2.14158     2.21241     1.03308
2205.35        2.1415     2.2123     1.03306
2207.57        2.14142     2.21219     1.03305
2207.91        2.14134     2.21208     1.03303
2209.91        2.14126     2.21197     1.03302
2211.69        2.14119     2.21186     1.03301
2212.05        2.14111     2.21175     1.03299
2213.89        2.14103     2.21164     1.03298
2214.15        2.14182     2.21267     1.03308
2215.56        2.14262     2.2137     1.03318
2216.91        2.14254     2.21359     1.03316
2218.39        2.14246     2.21348     1.03315
2218.56        2.14238     2.21337     1.03314
2219.11        2.1423     2.21326     1.03312
2219.26        2.14222     2.21315     1.03311
2220.67        2.14302     2.21417     1.03321
2220.98        2.14294     2.21406     1.03319
2221.29        2.14373     2.21509     1.03329
2221.78        2.14365     2.21498     1.03327
2221.92        2.14357     2.21487     1.03326
2225.72        2.14349     2.21476     1.03325
2227.38        2.14341     2.21464     1.03323
2227.83        2.14333     2.21453     1.03322
2230.64        2.14325     2.21442     1.03321
2232.48        2.14317     2.21431     1.03319
2233.12        2.14309     2.2142     1.03318
2233.7         2.14301     2.21409     1.03317
2234.91        2.14294     2.21398     1.03315
2235.97        2.14286     2.21387     1.03314
2240.52        2.14278     2.21376     1.03313
2242.73        2.1427     2.21365     1.03311
2243.71        2.14262     2.21354     1.0331
2244.34        2.14254     2.21343     1.03309
2245.66        2.14247     2.21332     1.03307
2248.9         2.14325     2.21434     1.03317
2249.22        2.14317     2.21423     1.03316
2250.07        2.14309     2.21412     1.03314
2251.3         2.14301     2.21401     1.03313
2252.29        2.1438     2.21502     1.03323
2252.52        2.14372     2.21492     1.03321
2252.84        2.14364     2.21481     1.0332
2254.96        2.14356     2.2147     1.03319
2256.36        2.14348     2.21459     1.03317
2257.75        2.14426     2.2156     1.03327
2258.15        2.14418     2.21549     1.03325
2258.24        2.1441     2.21538     1.03324
2263.46        2.14403     2.21527     1.03323
2264.47        2.14395     2.21516     1.03321
2266.66        2.14387     2.21505     1.0332
2267.72        2.14379     2.21494     1.03319
2269.65        2.14371     2.21483     1.03317
2272.18        2.14363     2.21472     1.03316
2272.24        2.14356     2.21461     1.03315
2273.79        2.14348     2.2145     1.03314
2275.09        2.1434     2.21439     1.03312
2276.22        2.14332     2.21429     1.03311
2277.62        2.14324     2.21418     1.0331
2278.37        2.14317     2.21407     1.03308
2278.56        2.14309     2.21396     1.03307
2281.54        2.14386     2.21496     1.03316
2283.63        2.14379     2.21485     1.03315
2286.33        2.14371     2.21475     1.03314
2288.21        2.14363     2.21464     1.03312
2289.54        2.14355     2.21453     1.03311
2290.68        2.14432     2.21553     1.03321
2292.21        2.14425     2.21542     1.03319
2292.74        2.14417     2.21531     1.03318
2293.79        2.14409     2.2152     1.03317
2295.6         2.14401     2.21509     1.03315
2298.39        2.14394     2.21499     1.03314
2299.22        2.14386     2.21488     1.03313
2301.78        2.14378     2.21477     1.03311
2302.11        2.1437     2.21466     1.0331
2302.96        2.14501     2.21736     1.03373
2304.3         2.14493     2.21725     1.03372
2305.9         2.14485     2.21714     1.0337
2309.06        2.14478     2.21703     1.03369
2309.57        2.1447     2.21692     1.03368
2310.22        2.14685     2.22071     1.0344
2312.19        2.14677     2.2206     1.03439
2313.05        2.14669     2.22049     1.03438
2313.26        2.14745     2.22147     1.03447
2314.56        2.14737     2.22136     1.03446
2317.37        2.1473     2.22125     1.03444
2318.38        2.14944     2.22502     1.03516
2318.48        2.14936     2.22491     1.03515
2320.83        2.14928     2.22479     1.03514
2320.97        2.1492     2.22468     1.03512
2321.89        2.14996     2.22566     1.03521
2322.06        2.14988     2.22555     1.0352
2322.11        2.1498     2.22544     1.03518
2323.9         2.14972     2.22533     1.03517
2324.45        2.15048     2.2263     1.03526
2325.14        2.1504     2.22619     1.03524
2325.91        2.15032     2.22608     1.03523
2328.82        2.15024     2.22597     1.03522
2330.81        2.15016     2.22585     1.0352
2331.31        2.15008     2.22574     1.03519
2334.13        2.15084     2.22672     1.03528
2336.74        2.15076     2.2266     1.03526
2336.98        2.15068     2.22649     1.03525
2338.11        2.1506     2.22638     1.03524
2339.51        2.15052     2.22627     1.03522
2341.19        2.15044     2.22616     1.03521
2342.74        2.15036     2.22605     1.0352
2344.17        2.15028     2.22593     1.03518
2345.33        2.15103     2.2269     1.03527
2345.62        2.15095     2.22679     1.03526
2348.01        2.15087     2.22668     1.03524
2348.06        2.15079     2.22657     1.03523
2348.27        2.15071     2.22646     1.03522
2348.36        2.15063     2.22635     1.0352
2349.19        2.15139     2.22731     1.03529
2349.62        2.15131     2.2272     1.03528
2350.88        2.15123     2.22709     1.03526
2351.5         2.15115     2.22698     1.03525
2352.6         2.15107     2.22687     1.03524
2355.6         2.15099     2.22675     1.03522
2356.17        2.15091     2.22664     1.03521
2357.4         2.15083     2.22653     1.0352
2358.28        2.15158     2.2275     1.03528
2358.78        2.1515     2.22738     1.03527
2359.42        2.15142     2.22727     1.03526
2360.89        2.15134     2.22716     1.03524
2361.24        2.15126     2.22705     1.03523
2362.23        2.15201     2.22801     1.03532
2363.74        2.15193     2.2279     1.0353
2364.11        2.15185     2.22779     1.03529
2364.67        2.15177     2.22768     1.03528
2365.43        2.15169     2.22757     1.03526
2365.67        2.15161     2.22746     1.03525
2366           2.15153     2.22734     1.03524
2367.03        2.15145     2.22723     1.03522
2367.08        2.15137     2.22712     1.03521
2367.5         2.15129     2.22701     1.0352
2367.87        2.15121     2.2269     1.03518
2368.52        2.15114     2.22679     1.03517
2368.53        2.15106     2.22668     1.03516
2369.32        2.15098     2.22657     1.03514
2370.62        2.1509     2.22646     1.03513
2375.16        2.15082     2.22635     1.03512
2375.98        2.15074     2.22624     1.03511
2377.84        2.15066     2.22613     1.03509
2379.95        2.15059     2.22602     1.03508
2380.16        2.15051     2.22592     1.03507
2380.59        2.15043     2.22581     1.03505
2380.79        2.15035     2.2257     1.03504
2381.06        2.15109     2.22665     1.03512
2381.51        2.15101     2.22654     1.03511
2383.9         2.15093     2.22643     1.0351
2385.08        2.15086     2.22632     1.03509
2385.24        2.15078     2.22621     1.03507
2385.54        2.1507     2.2261     1.03506
2388.09        2.15062     2.22599     1.03505
2388.32        2.15054     2.22588     1.03503
2390.64        2.15128     2.22683     1.03512
2391.09        2.1512     2.22672     1.03511
2391.63        2.15327     2.23034     1.03579
2392.26        2.15319     2.23023     1.03578
2392.47        2.15311     2.23012     1.03577
2394.23        2.15518     2.23374     1.03645
2395.08        2.1551     2.23362     1.03644
2397.57        2.15502     2.23351     1.03642
