time           Conversion     Mn         Mw         D
6469.22        0.23715        1.31087     1.625      1.239630.550044       30514 
6469.49        0.2372         1.31096     1.6253     1.239780.549972       30512 
6474.26        0.23725        1.31105     1.6255     1.239850.5499         30510 
6475.82        0.2373         1.31113     1.6256     1.239850.549828       30508 
6475.93        0.23735        1.31122     1.6257     1.239840.549756       30506 
6477.09        0.2374         1.3113     1.6259     1.239910.549683       30504 
6477.09        0.23745        1.31139     1.626      1.239910.549611       30502 
6477.59        0.2375         1.31148     1.6262     1.239980.549539       30500 
6477.82        0.23755        1.31156     1.6263     1.239970.549467       30498 
6479.41        0.2376         1.31165     1.6265     1.240040.549395       30496 
6480.79        0.23765        1.31173     1.6266     1.240040.549323       30494 
6480.91        0.2377         1.31182     1.627      1.240260.549251       30492 
6484.25        0.23775        1.31191     1.6271     1.240260.549179       30490 
6489.63        0.2378         1.31199     1.6272     1.240250.549107       30488 
6490.23        0.23785        1.31208     1.6273     1.240250.549035       30486 
6494.28        0.2379         1.31216     1.6275     1.240320.548963       30484 
6499.58        0.23795        1.31225     1.6276     1.240310.548891       30482 
6499.64        0.238          1.31234     1.6277     1.240310.548819       30480 
6501.73        0.23805        1.31242     1.6278     1.24030.548747       30478 
6502.83        0.2381         1.31251     1.6284     1.240680.548675       30476 
6502.94        0.23815        1.31259     1.6285     1.240670.548603       30474 
6504.87        0.2382         1.31268     1.6286     1.240670.548531       30472 
6506.28        0.23825        1.31277     1.6287     1.240660.548459       30470 
6510.26        0.2383         1.31285     1.6291     1.240890.548387       30468 
6512.24        0.23835        1.31294     1.6293     1.240960.548315       30466 
6514.61        0.2384         1.31303     1.6294     1.240950.548243       30464 
6514.69        0.23845        1.31311     1.6295     1.240950.548171       30462 
6514.83        0.2385         1.3132     1.6297     1.241020.548099       30460 
6515.62        0.23855        1.31328     1.6299     1.241090.548027       30458 
6518.75        0.2386         1.31337     1.63       1.241080.547955       30456 
6519.71        0.23865        1.31346     1.6301     1.241080.547883       30454 
6521.38        0.2387         1.31354     1.6305     1.24130.547811       30452 
6524.08        0.23875        1.31363     1.6308     1.241450.547739       30450 
6524.53        0.2388         1.31372     1.6309     1.241440.547667       30448 
6525.39        0.23885        1.3138     1.631      1.241440.547595       30446 
6527.75        0.2389         1.31389     1.6311     1.241430.547523       30444 
6529.23        0.23895        1.31397     1.6312     1.241420.547451       30442 
6531.75        0.239          1.31406     1.6314     1.24150.547379       30440 
6532.48        0.23905        1.31415     1.6315     1.241490.547308       30438 
6535.93        0.2391         1.31423     1.6316     1.241480.547236       30436 
6537.2         0.23915        1.31432     1.6317     1.241480.547164       30434 
6537.99        0.2392         1.31441     1.6318     1.241470.547092       30432 
6538.91        0.23925        1.31449     1.6319     1.241470.54702        30430 
6540.01        0.2393         1.31458     1.6322     1.241610.546948       30428 
6540.87        0.23935        1.31467     1.6323     1.241610.546876       30426 
6543.05        0.2394         1.31475     1.6325     1.241680.546804       30424 
6543.11        0.23945        1.31484     1.6326     1.241670.546732       30422 
6543.52        0.2395         1.31492     1.6328     1.241740.54666        30420 
6544.66        0.23955        1.31501     1.633      1.241810.546589       30418 
6547.09        0.2396         1.3151     1.6336     1.242190.546517       30416 
6547.58        0.23965        1.31518     1.6337     1.242180.546445       30414 
6548.09        0.2397         1.31527     1.6339     1.242250.546373       30412 
6549           0.23975        1.31536     1.6341     1.242320.546301       30410 
6549.52        0.2398         1.31544     1.6343     1.242390.546229       30408 
6550.29        0.23985        1.31553     1.6344     1.242390.546157       30406 
6551.69        0.2399         1.31562     1.6345     1.242380.546086       30404 
6553.49        0.23995        1.3157     1.6351     1.242760.546014       30402 
6556.43        0.24           1.31579     1.6352     1.242750.545942       30400 
6563.77        0.24005        1.31588     1.6356     1.242970.54587        30398 
6565.26        0.2401         1.31596     1.6358     1.243040.545798       30396 
6565.72        0.24015        1.31605     1.6359     1.243040.545726       30394 
6571.02        0.2402         1.31614     1.636      1.243030.545655       30392 
6573.63        0.24025        1.31622     1.6362     1.24310.545583       30390 
6575.68        0.2403         1.31631     1.6363     1.24310.545511       30388 
6577.79        0.24035        1.3164     1.6364     1.243090.545439       30386 
6578.52        0.2404         1.31648     1.6365     1.243090.545367       30384 
6578.97        0.24045        1.31657     1.6366     1.243080.545296       30382 
